"","ESTRATO","FACTOR_EXPANSION","FOLIO","REGION","TRAMO","TAMANO","Trigo_harinero_mca","Trigo_candeal_mca","Cebada_cervecera_mca","Cebada_forrajera_mca","Avena_mca","Maíz_consumo_mca","Maíz_semilla_mca","Arroz_mca","Triticale_mca","Otros_cereales_mca"
"3592","8-2-4",1.04201680672269,882262,8,2,4,5,0,0,0,5,0,0,0,0,0
"3593","8-2-4",1.04201680672269,882266,8,2,4,3,0,0,0,1,0,0,0,0,0
"3594","8-2-5",1.04040404040404,804655,8,2,5,30,0,0,0,24,0,0,0,0,0
"3595","8-2-5",1.04040404040404,810029,8,2,5,0,0,0,0,0,0,0,0,0,0
"3596","8-2-5",1.04040404040404,810061,8,2,5,0,0,0,0,0,0,0,0,0,0
"3597","8-2-5",1.04040404040404,810132,8,2,5,0,0,0,0,0,40,0,0,0,0
"3598","8-2-5",1.04040404040404,810217,8,2,5,0,0,0,0,0,0,0,0,0,0
"3599","8-2-5",1.04040404040404,810240,8,2,5,0,0,0,0,0,0,0,0,0,0
"3600","8-2-5",1.04040404040404,810432,8,2,5,38,0,0,0,0,0,0,0,0,0
"3601","8-2-5",1.04040404040404,810444,8,2,5,16,0,0,0,16,0,0,0,0,0
"3602","8-2-5",1.04040404040404,810450,8,2,5,26,0,0,0,0,0,0,0,0,0
"3603","8-2-5",1.04040404040404,810466,8,2,5,15,0,22.5,0,2,0,0,0,0,0
"3604","8-2-5",1.04040404040404,810470,8,2,5,3,0,0,0,0,0,0,0,0,0
"3605","8-2-5",1.04040404040404,810516,8,2,5,28.9,0,0,0,4.9,0,0,0,0,0
"3606","8-2-5",1.04040404040404,810520,8,2,5,0,0,0,0,16,0,0,0,0,0
"3607","8-2-5",1.04040404040404,810532,8,2,5,8,0,0,0,0,0,0,0,0,0
"3608","8-2-5",1.04040404040404,810787,8,2,5,0,0,0,0,0,0,0,0,0,0
"3609","8-2-5",1.04040404040404,810791,8,2,5,0,0,0,0,0,0,0,0,0,0
"3610","8-2-5",1.04040404040404,810856,8,2,5,0,20,0,0,0,0,0,0,0,0
"3611","8-2-5",1.04040404040404,811107,8,2,5,15,0,0,0,0,15,0,0,0,0
"3612","8-2-5",1.04040404040404,811688,8,2,5,0,0,0,0,0,0,0,0,0,0
"3613","8-2-5",1.04040404040404,811909,8,2,5,0,0,0,0,0,12,0,0,0,0
"3614","8-2-5",1.04040404040404,811963,8,2,5,0,0,0,0,0,11.2,0,0,0,0
"3615","8-2-5",1.04040404040404,812330,8,2,5,32,0,0,0,0,0,0,0,0,0
"3616","8-2-5",1.04040404040404,812741,8,2,5,24,0,0,0,23,0,0,0,0,0
"3617","8-2-5",1.04040404040404,812966,8,2,5,16,0,0,0,3,21,0,0,0,0
"3618","8-2-5",1.04040404040404,813386,8,2,5,20,0,0,0,0,6,0,0,0,0
"3619","8-2-5",1.04040404040404,813711,8,2,5,44,0,0,0,0,0,0,0,0,0
"3620","8-2-5",1.04040404040404,813757,8,2,5,0,0,0,0,0,0,0,0,0,0
"3621","8-2-5",1.04040404040404,813784,8,2,5,0,0,0,0,0,0,0,0,0,0
"3622","8-2-5",1.04040404040404,813806,8,2,5,0,0,0,0,0,0,0,0,0,0
"3623","8-2-5",1.04040404040404,813867,8,2,5,30,0,0,0,0,0,0,0,0,0
"3624","8-2-5",1.04040404040404,814448,8,2,5,11,0,0,0,6,0.5,0,0,0,0
"3625","8-2-5",1.04040404040404,814938,8,2,5,0,0,0,0,0,53,0,0,0,0
"3626","8-2-5",1.04040404040404,818483,8,2,5,12,0,0,0,15,0,0,0,0,0
"3627","8-2-5",1.04040404040404,818492,8,2,5,20,0,0,0,9,0,0,0,0,0
"3628","8-2-5",1.04040404040404,830171,8,2,5,0,0,0,0,0,18.5,0,0,0,0
"3629","8-2-5",1.04040404040404,854027,8,2,5,0,3,0,0,0,13,0,0,0,0
"3630","8-2-5",1.04040404040404,854098,8,2,5,0,0,0,0,0,0,0,0,0,0
"3631","8-2-5",1.04040404040404,854112,8,2,5,0,0,0,0,0,28.5,0,0,0,0
"3632","8-2-5",1.04040404040404,854114,8,2,5,14,0,0,0,0,12.5,0,0,0,0
"3633","8-2-5",1.04040404040404,854115,8,2,5,35,0,0,0,0,43,0,0,0,0
"3634","8-2-5",1.04040404040404,854412,8,2,5,0,0,15,16,0,0,0,0,0,0
"3635","8-2-5",1.04040404040404,854425,8,2,5,25,5,0,0,0,10,0,0,0,0
"3636","8-2-5",1.04040404040404,854437,8,2,5,0,0,0,0,0,28,0,0,0,0
"3637","8-2-5",1.04040404040404,854453,8,2,5,0,0,0,0,0,40,0,0,0,0
"3638","8-2-5",1.04040404040404,854639,8,2,5,15,0,0,0,0,32,0,0,0,0
"3639","8-2-5",1.04040404040404,854919,8,2,5,0,0,0,0,0,0,0,0,24.5,0
"3640","8-2-5",1.04040404040404,854956,8,2,5,0,0,0,0,24,42,0,0,0,0
"3641","8-2-5",1.04040404040404,855015,8,2,5,17,0,0,0,8,0,0,0,0,0
"3642","8-2-5",1.04040404040404,855035,8,2,5,0,0,0,0,0,0,0,0,0,0
"3643","8-2-5",1.04040404040404,855097,8,2,5,20.5,0,0,0,23.5,0,0,0,0,0
"3644","8-2-5",1.04040404040404,855237,8,2,5,8,0,11.4,0,0,0,0,0,0,0
"3645","8-2-5",1.04040404040404,855429,8,2,5,21,0,0,0,0,0,0,0,0,0
"3646","8-2-5",1.04040404040404,855860,8,2,5,15,0,0,0,0,0,0,0,0,0
"3647","8-2-5",1.04040404040404,856111,8,2,5,6,0,0,0,0,0,0,0,0,0
"3648","8-2-5",1.04040404040404,856316,8,2,5,0,0,0,0,0,21,0,0,0,0
"3649","8-2-5",1.04040404040404,856374,8,2,5,0,0,0,0,0,0,0,0,0,0
"3650","8-2-5",1.04040404040404,856627,8,2,5,0,0,0,0,0.7,0,0,0,0,0
"3651","8-2-5",1.04040404040404,856788,8,2,5,0,0,0,0,0,0,0,0,0,0
"3652","8-2-5",1.04040404040404,856983,8,2,5,7,0,0,0,0,0,0,0,0,0
"3653","8-2-5",1.04040404040404,856985,8,2,5,17,0,0,0,15,0,0,0,0,0
"3654","8-2-5",1.04040404040404,857160,8,2,5,14,22,0,0,0,70,0,0,0,0
"3655","8-2-5",1.04040404040404,857220,8,2,5,0,0,0,0,0,90,0,0,0,0
"3656","8-2-5",1.04040404040404,857738,8,2,5,0,0,0,0,0,0,0,0,0,0
"3657","8-2-5",1.04040404040404,857858,8,2,5,0,0,0,0,0,0,7,0,0,0
"3658","8-2-5",1.04040404040404,858103,8,2,5,0,30,0,0,0,10,0,0,0,0
"3659","8-2-5",1.04040404040404,858170,8,2,5,25,0,0,0,0,0,0,0,0,0
"3660","8-2-5",1.04040404040404,858276,8,2,5,5,10,0,0,0,17,0,0,0,0
"3661","8-2-5",1.04040404040404,858371,8,2,5,0,0,0,0,0,0,0,0,0,0
"3662","8-2-5",1.04040404040404,858375,8,2,5,3,0,0,0,0,9,0,0,0,0
"3663","8-2-5",1.04040404040404,858406,8,2,5,10,0,0,0,0,0,0,0,0,0
"3664","8-2-5",1.04040404040404,858453,8,2,5,0,0,0,0,0,70,0,0,0,0
"3665","8-2-5",1.04040404040404,858763,8,2,5,0,0,0,0,0,0,0,0,0,0
"3666","8-2-5",1.04040404040404,858857,8,2,5,0,0,0,0,0,0,0,0,0,0
"3667","8-2-5",1.04040404040404,858970,8,2,5,17,0,0,0,0,5,0,0,0,0
"3668","8-2-5",1.04040404040404,859070,8,2,5,174.9,308.2,0,0,0,42.4,0,0,0,0
"3669","8-2-5",1.04040404040404,859170,8,2,5,0,0,0,0,4.5,15.5,0,0,0,0
"3670","8-2-5",1.04040404040404,859494,8,2,5,10,0,0,0,0,8,0,0,0,0
"3671","8-2-5",1.04040404040404,860990,8,2,5,0,0,0,0,0,15,0,0,0,0
"3672","8-2-5",1.04040404040404,861220,8,2,5,1.5,0,0,0,0,10,0,0,0,0
"3673","8-2-5",1.04040404040404,861570,8,2,5,30,0,0,0,0,0,0,0,0,0
"3674","8-2-5",1.04040404040404,861686,8,2,5,2,0,0,0,0,0,0,0,0,0
"3675","8-2-5",1.04040404040404,861713,8,2,5,28,0,0,0,0,0,0,0,0,0
"3676","8-2-5",1.04040404040404,862949,8,2,5,6,0,0,0,3,10,0,0,0,0
"3677","8-2-5",1.04040404040404,863277,8,2,5,30,0,0,0,10,0,0,0,0,0
"3678","8-2-5",1.04040404040404,863619,8,2,5,23,0,0,0,5,0,0,0,0,0
"3679","8-2-5",1.04040404040404,863922,8,2,5,0,0,0,0,40,0,0,0,0,0
"3680","8-2-5",1.04040404040404,864004,8,2,5,55,0,0,0,0,0,0,0,0,0
"3681","8-2-5",1.04040404040404,865386,8,2,5,0,0,0,0,0,0,0,0,0,0
"3682","8-2-5",1.04040404040404,865414,8,2,5,0,0,0,0,20,0,0,0,0,0
"3683","8-2-5",1.04040404040404,865426,8,2,5,0,0,0,0,3,18,0,0,0,0
"3684","8-2-5",1.04040404040404,865446,8,2,5,0,0,0,0,0,0,0,0,0,0
"3685","8-2-5",1.04040404040404,865525,8,2,5,0,0,0,0,0,0,0,0,0,0
"3686","8-2-5",1.04040404040404,865778,8,2,5,0,0,0,0,0,0,0,0,0,0
"3687","8-2-5",1.04040404040404,865830,8,2,5,0,0,0,0,0,50,0,0,0,0
"3688","8-2-5",1.04040404040404,865990,8,2,5,0,0,0,0,0,22,0,0,0,0
"3689","8-2-5",1.04040404040404,879691,8,2,5,15,0,0,0,2,0,0,0,0,0
"3690","8-2-5",1.04040404040404,880574,8,2,5,15,0,0,0,4,0,0,0,0,0
"3691","8-2-5",1.04040404040404,880632,8,2,5,10,0,0,0,10,0,0,0,0,0
"3692","8-2-5",1.04040404040404,883147,8,2,5,2,0,0,0,0,0,0,0,0,0
"3693","8-2-6",1.03571428571429,810026,8,2,6,0,28,0,0,5,0,0,0,0,0
"3694","8-2-6",1.03571428571429,810066,8,2,6,0,0,0,0,0,57,0,0,0,0
"3695","8-2-6",1.03571428571429,810270,8,2,6,0,0,0,0,0,0,0,0,0,0
"3696","8-2-6",1.03571428571429,810283,8,2,6,0,0,0,0,0,24,0,0,0,0
"3697","8-2-6",1.03571428571429,810367,8,2,6,15,15,0,0,0,50,0,0,0,0
"3698","8-2-6",1.03571428571429,810408,8,2,6,0,0,0,0,0,11,0,0,0,0
"3699","8-2-6",1.03571428571429,810417,8,2,6,71,0,0,0,0,0,0,0,0,0
"3700","8-2-6",1.03571428571429,810419,8,2,6,0,0,0,0,0,0,0,0,0,0
"3701","8-2-6",1.03571428571429,810847,8,2,6,43,20,0,0,0,14,0,0,0,0
"3702","8-2-6",1.03571428571429,810858,8,2,6,34.5,0,0,0,0,0,31.9,0,0,0
"3703","8-2-6",1.03571428571429,810943,8,2,6,0,0,0,0,58,0,0,0,0,0
"3704","8-2-6",1.03571428571429,810973,8,2,6,40,0,0,0,0,40,0,0,0,0
"3705","8-2-6",1.03571428571429,811015,8,2,6,0,44,0,0,0,0,0,0,0,0
"3706","8-2-6",1.03571428571429,811020,8,2,6,0,18,0,0,0,0,0,0,0,0
"3707","8-2-6",1.03571428571429,811413,8,2,6,0,0,0,0,0,45,0,0,0,0
"3708","8-2-6",1.03571428571429,811660,8,2,6,0,14,0,0,0,10,0,0,0,0
"3709","8-2-6",1.03571428571429,811743,8,2,6,0,0,0,0,25,32,0,0,0,0
"3710","8-2-6",1.03571428571429,811766,8,2,6,19,0,0,0,0,0,0,0,0,0
"3711","8-2-6",1.03571428571429,811803,8,2,6,0,0,0,0,0,36,0,0,0,0
"3712","8-2-6",1.03571428571429,811942,8,2,6,25,25,0,0,0,0,0,0,0,0
"3713","8-2-6",1.03571428571429,811982,8,2,6,0,0,0,0,0,0,0,0,0,0
"3714","8-2-6",1.03571428571429,812042,8,2,6,9,0,0,0,1.5,0,0,0,0,0
"3715","8-2-6",1.03571428571429,812424,8,2,6,0,0,0,0,0,0,0,0,0,0
"3716","8-2-6",1.03571428571429,812731,8,2,6,28,0,0,0,17,0,0,0,0,0
"3717","8-2-6",1.03571428571429,813067,8,2,6,0,0,0,0,0,0,32,0,0,0
"3718","8-2-6",1.03571428571429,813229,8,2,6,35,0,0,0,0,0,0,0,0,0
"3719","8-2-6",1.03571428571429,813384,8,2,6,15,0,0,0,0,0,0,0,0,0
"3720","8-2-6",1.03571428571429,813396,8,2,6,0,0,0,5,28,0,0,0,0,0
"3721","8-2-6",1.03571428571429,813468,8,2,6,0,0,0,0,0,30,0,0,0,0
"3722","8-2-6",1.03571428571429,813509,8,2,6,0,0,0,0,0,0,0,0,0,0
"3723","8-2-6",1.03571428571429,813529,8,2,6,20,0,0,0,10,0,0,0,7,0
"3724","8-2-6",1.03571428571429,813556,8,2,6,2.5,12,0,0,0,20,0,0,0,0
"3725","8-2-6",1.03571428571429,813644,8,2,6,15,0,0,0,8,0,0,0,0,0
"3726","8-2-6",1.03571428571429,813662,8,2,6,47,0,0,0,0,0,0,0,0,0
"3727","8-2-6",1.03571428571429,813835,8,2,6,32,0,0,0,20,0,0,0,0,0
"3728","8-2-6",1.03571428571429,815048,8,2,6,0,0,0,0,0,0,0,0,0,0
"3729","8-2-6",1.03571428571429,854025,8,2,6,0,0,0,0,0,20,0,0,0,0
"3730","8-2-6",1.03571428571429,854055,8,2,6,0,0,0,0,0,0,0,0,0,0
"3731","8-2-6",1.03571428571429,854304,8,2,6,12,0,0,0,0,20,0,0,0,0
"3732","8-2-6",1.03571428571429,854435,8,2,6,0,0,0,0,0,0,0,0,0,0
"3733","8-2-6",1.03571428571429,854444,8,2,6,0,50,0,0,0,0,0,0,0,0
"3734","8-2-6",1.03571428571429,854929,8,2,6,0,27,0,0,0,0,0,0,0,0
"3735","8-2-6",1.03571428571429,854944,8,2,6,0,0,0,0,24,46,0,0,0,0
"3736","8-2-6",1.03571428571429,854973,8,2,6,0,0,0,0,0,47,0,0,0,0
"3737","8-2-6",1.03571428571429,855312,8,2,6,21.5,0,0,0,23,0,0,0,0,0
"3738","8-2-6",1.03571428571429,855313,8,2,6,6,0,0,0,12,0,0,0,0,0
"3739","8-2-6",1.03571428571429,855649,8,2,6,0,20,0,0,0,55,0,0,0,0
"3740","8-2-6",1.03571428571429,855659,8,2,6,0,0,0,0,0,54,0,0,0,0
"3741","8-2-6",1.03571428571429,855671,8,2,6,0,0,0,0,0,100,0,0,0,0
"3742","8-2-6",1.03571428571429,855673,8,2,6,0,0,0,0,0,0,0,0,0,0
"3743","8-2-6",1.03571428571429,855806,8,2,6,25,0,0,0,0,0,0,0,0,0
"3744","8-2-6",1.03571428571429,855816,8,2,6,0,0,0,0,0,70,0,0,0,0
"3745","8-2-6",1.03571428571429,855871,8,2,6,0,0,0,0,0,0,0,0,0,0
"3746","8-2-6",1.03571428571429,855872,8,2,6,40,0,0,0,0,0,0,0,0,0
"3747","8-2-6",1.03571428571429,855971,8,2,6,0,0,0,0,0,40,0,0,0,0
"3748","8-2-6",1.03571428571429,856248,8,2,6,0,0,0,0,0,33,0,0,0,0
"3749","8-2-6",1.03571428571429,856326,8,2,6,0,36,0,0,0,60,0,0,0,0
"3750","8-2-6",1.03571428571429,856436,8,2,6,0,0,0,0,0,0,0,0,0,0
"3751","8-2-6",1.03571428571429,856790,8,2,6,55,0,0,0,36,0,0,0,0,0
"3752","8-2-6",1.03571428571429,857527,8,2,6,0,5,0,0,0,0,4.5,0,0,0
"3753","8-2-6",1.03571428571429,857610,8,2,6,13.5,0,0,0,0,0,0,0,0,0
"3754","8-2-6",1.03571428571429,858162,8,2,6,43.8,0,0,0,9.9,39.2,0,0,0,0
"3755","8-2-6",1.03571428571429,858205,8,2,6,0,18,0,0,0,2,0,0,0,0
"3756","8-2-6",1.03571428571429,858293,8,2,6,0,35,0,0,0,0,0,0,0,0
"3757","8-2-6",1.03571428571429,858820,8,2,6,0,42,0,0,0,0,0,0,0,0
"3758","8-2-6",1.03571428571429,858845,8,2,6,0,26,0,0,0,20,0,0,0,0
"3759","8-2-6",1.03571428571429,858975,8,2,6,0,0,0,0,0,0,0,0,0,0
"3760","8-2-6",1.03571428571429,858990,8,2,6,27,0,0,0,0,60,0,0,0,0
"3761","8-2-6",1.03571428571429,859043,8,2,6,0,0,0,0,0,25,0,0,0,0
"3762","8-2-6",1.03571428571429,859046,8,2,6,0,0,0,0,0,15,0,0,0,0
"3763","8-2-6",1.03571428571429,859169,8,2,6,0,0,0,0,2,53,0,0,0,0
"3764","8-2-6",1.03571428571429,861077,8,2,6,0,0,0,0,0,60,0,0,0,0
"3765","8-2-6",1.03571428571429,861846,8,2,6,25,0,0,0,0,0,0,0,0,0
"3766","8-2-6",1.03571428571429,861851,8,2,6,38,0,0,0,7,0,0,0,0,0
"3767","8-2-6",1.03571428571429,862966,8,2,6,48,0,0,0,0,0,0,0,0,0
"3768","8-2-6",1.03571428571429,863204,8,2,6,0,0,0,0,52,0,0,0,0,0
"3769","8-2-6",1.03571428571429,863578,8,2,6,0,27,0,0,0,0,0,0,0,0
"3770","8-2-6",1.03571428571429,865352,8,2,6,0,25,0,0,0,0,0,0,0,0
"3771","8-2-6",1.03571428571429,865407,8,2,6,0,0,0,0,0,0,0,0,0,0
"3772","8-2-6",1.03571428571429,865437,8,2,6,0,0,0,0,7,0,0,0,60,0
"3773","8-2-6",1.03571428571429,865498,8,2,6,0,0,0,0,0,0,0,0,0,0
"3774","8-2-6",1.03571428571429,866299,8,2,6,0,0,0,0,0,0,0,0,0,0
"3775","8-2-6",1.03571428571429,868374,8,2,6,0,20,0,0,0,0,0,0,0,0
"3776","8-2-6",1.03571428571429,871190,8,2,6,100,0,0,0,0,0,0,0,0,0
"3777","8-2-7",1.03636363636364,810130,8,2,7,8,48,0,0,2.5,32,0,0,0,0
"3778","8-2-7",1.03636363636364,810149,8,2,7,0,0,0,0,0,63,0,0,0,0
"3779","8-2-7",1.03636363636364,810366,8,2,7,0,0,0,0,0,0,0,0,0,0
"3780","8-2-7",1.03636363636364,810421,8,2,7,80,0,0,0,36,0,0,0,0,0
"3781","8-2-7",1.03636363636364,810456,8,2,7,60,0,50,0,30,0,0,0,0,0
"3782","8-2-7",1.03636363636364,810546,8,2,7,86,0,0,0,35,0,0,0,0,0
"3783","8-2-7",1.03636363636364,810814,8,2,7,55,0,0,0,0,78,0,0,0,0
"3784","8-2-7",1.03636363636364,810833,8,2,7,0,0,0,0,0,0,0,0,0,0
"3785","8-2-7",1.03636363636364,810859,8,2,7,10,15,0,0,0,381,0,0,0,0
"3786","8-2-7",1.03636363636364,811161,8,2,7,133,0,0,0,12,0,0,0,0,0
"3787","8-2-7",1.03636363636364,812249,8,2,7,114.9,0,0,0,0,0,0,0,0,0
"3788","8-2-7",1.03636363636364,812557,8,2,7,145,0,0,0,0,0,0,0,0,0
"3789","8-2-7",1.03636363636364,812708,8,2,7,0,0,0,0,120,0,0,0,0,0
"3790","8-2-7",1.03636363636364,812743,8,2,7,62,0,0,0,33,0,0,0,0,0
"3791","8-2-7",1.03636363636364,813072,8,2,7,0,28,0,0,0,0,70,0,0,0
"3792","8-2-7",1.03636363636364,813217,8,2,7,317,0,0,0,93,0,0,0,0,0
"3793","8-2-7",1.03636363636364,813338,8,2,7,0,11,0,0,0,99,0,0,0,0
"3794","8-2-7",1.03636363636364,813353,8,2,7,43.6,0,0,0,0,50,0,0,0,0
"3795","8-2-7",1.03636363636364,813397,8,2,7,0,0,0,0,0,0,0,0,150,0
"3796","8-2-7",1.03636363636364,813459,8,2,7,120,0,0,0,10,60,85,0,10,0
"3797","8-2-7",1.03636363636364,813500,8,2,7,115,0,0,0,5,0,0,0,0,0
"3798","8-2-7",1.03636363636364,813504,8,2,7,104,0,0,0,0,0,0,0,0,0
"3799","8-2-7",1.03636363636364,854050,8,2,7,0,0,0,0,0,110,0,0,0,0
"3800","8-2-7",1.03636363636364,854410,8,2,7,55,0,0,0,0,45,0,0,0,0
"3801","8-2-7",1.03636363636364,854934,8,2,7,0,0,0,0,0,10,0,0,0,0
"3802","8-2-7",1.03636363636364,855095,8,2,7,50,0,50,0,60,0,0,0,0,0
"3803","8-2-7",1.03636363636364,855658,8,2,7,0,0,0,0,0,116,0,0,0,0
"3804","8-2-7",1.03636363636364,856284,8,2,7,0,10,0,0,0,50,4,0,0,0
"3805","8-2-7",1.03636363636364,856801,8,2,7,0,0,0,0,121,0,0,0,0,0
"3806","8-2-7",1.03636363636364,857676,8,2,7,0,0,0,0,0,130,0,0,0,0
"3807","8-2-7",1.03636363636364,858289,8,2,7,0,40,0,0,0,0,0,0,0,0
"3808","8-2-7",1.03636363636364,858292,8,2,7,30,8,0,0,0,0,7,0,0,0
"3809","8-2-7",1.03636363636364,858403,8,2,7,80,0,0,0,0,0,0,0,0,0
"3810","8-2-7",1.03636363636364,858503,8,2,7,0,55,0,0,0,0,0,0,0,0
"3811","8-2-7",1.03636363636364,858858,8,2,7,0,25,0,0,0,100,0,0,0,0
"3812","8-2-7",1.03636363636364,858938,8,2,7,0,0,0,0,0,0,0,0,0,0
"3813","8-2-7",1.03636363636364,858972,8,2,7,0,0,0,0,0,55,0,0,0,0
"3814","8-2-7",1.03636363636364,859459,8,2,7,70,0,0,0,49,0,0,0,0,0
"3815","8-2-7",1.03636363636364,861223,8,2,7,0,0,0,0,0,109,0,0,0,0
"3816","8-2-7",1.03636363636364,861636,8,2,7,75,0,0,0,0,0,0,0,0,0
"3817","8-2-7",1.03636363636364,861637,8,2,7,11,0,0,0,0,0,14.5,0,0,0
"3818","8-2-7",1.03636363636364,861651,8,2,7,48,0,0,0,10,0,0,0,0,0
"3819","8-2-7",1.03636363636364,861676,8,2,7,46,0,0,0,48,0,0,0,0,0
"3820","8-2-7",1.03636363636364,861753,8,2,7,0,0,0,0,0,0,0,0,0,0
"3821","8-2-7",1.03636363636364,862971,8,2,7,56,0,57,0,12,0,0,0,0,0
"3822","8-2-7",1.03636363636364,863477,8,2,7,60,0,0,0,33,0,0,0,0,0
"3823","8-2-7",1.03636363636364,863663,8,2,7,0,0,0,0,0,0,0,0,0,0
"3824","8-2-7",1.03636363636364,865435,8,2,7,0,0,0,0,0,0,0,0,0,0
"3825","8-2-7",1.03636363636364,865682,8,2,7,0,0,0,0,0,175,0,0,0,0
"3826","8-2-7",1.03636363636364,866177,8,2,7,0,40,0,0,0,200,0,0,0,0
"3827","8-2-7",1.03636363636364,866298,8,2,7,0,0,0,0,0,100,0,0,0,0
"3828","8-2-7",1.03636363636364,868264,8,2,7,0,0,0,0,0,110,0,0,0,0
"3829","8-2-7",1.03636363636364,868405,8,2,7,0,0,0,0,0,0,0,0,0,0
"3830","8-2-7",1.03636363636364,868712,8,2,7,0,0,0,0,0,90,0,0,0,0
"3831","8-2-7",1.03636363636364,870136,8,2,7,0,0,0,0,0,32,0,0,0,0
"3832","8-2-8",1.12,811241,8,2,8,103.5,0,188,0,0,0,0,0,0,0
"3833","8-2-8",1.12,812250,8,2,8,107,0,36,0,48,0,0,0,0,0
"3834","8-2-8",1.12,812269,8,2,8,0,0,0,0,0,151,0,0,8.5,0
"3835","8-2-8",1.12,813175,8,2,8,30,0,0,0,0,40,0,0,0,0
"3836","8-2-8",1.12,813230,8,2,8,600,0,0,0,130,0,0,0,150,0
"3837","8-2-8",1.12,813383,8,2,8,10,25,0,0,0,60,0,0,0,0
"3838","8-2-8",1.12,813479,8,2,8,60,80,0,0,90,5,0,0,0,0
"3839","8-2-8",1.12,813638,8,2,8,0,0,0,0,0,100,0,0,0,0
"3840","8-2-8",1.12,813804,8,2,8,100,0,0,0,0,0,0,0,0,0
"3841","8-2-8",1.12,813807,8,2,8,0,0,120,0,0,100,0,0,0,0
"3842","8-2-8",1.12,813809,8,2,8,144,0,0,0,7,0,0,0,0,0
"3843","8-2-8",1.12,813956,8,2,8,410,0,0,0,0,20,80,0,0,0
"3844","8-2-8",1.12,855509,8,2,8,70,0,0,0,0,0,0,0,0,0
"3845","8-2-8",1.12,855526,8,2,8,0,0,0,0,0,0,0,0,0,0
"3846","8-2-8",1.12,858901,8,2,8,0,0,0,0,0,205,0,0,0,0
"3847","8-2-8",1.12,858987,8,2,8,65,0,0,0,0,50,0,0,0,0
"3848","8-2-8",1.12,859479,8,2,8,195,0,0,57,15,0,0,0,0,0
"3849","8-2-8",1.12,861085,8,2,8,0,0,0,0,0,243,0,0,0,0
"3850","8-2-8",1.12,861202,8,2,8,0,0,0,0,0,330,0,0,0,0
"3851","8-2-8",1.12,861573,8,2,8,148,0,38,0,0,0,0,0,0,0
"3852","8-2-8",1.12,863455,8,2,8,0,68.7,0,0,0,0,0,0,0,0
"3853","8-2-8",1.12,865529,8,2,8,110,0,0,0,0,0,0,0,0,0
"3854","8-2-8",1.12,865556,8,2,8,0,0,0,0,30,0,0,0,167,0
"3855","8-2-8",1.12,868702,8,2,8,0,0,0,0,0,0,0,0,0,0
"3856","8-2-8",1.12,882127,8,2,8,135,0,0,0,10,100,0,0,0,0
"3857","9-1-9",1,900005,9,1,9,355,0,0,0,90,0,0,0,150,0
"3858","9-1-9",1,902019,9,1,9,570,0,0,0,190,0,0,0,0,0
"3859","9-1-9",1,902256,9,1,9,0,0,0,0,0,0,0,0,898,0
"3860","9-1-9",1,902367,9,1,9,160,0,0,80,34,0,0,0,0,0
"3861","9-1-9",1,902426,9,1,9,419,0,204,0,240,0,0,0,0,0
"3862","9-1-9",1,902427,9,1,9,260,0,0,0,70,0,0,0,0,0
"3863","9-1-9",1,902455,9,1,9,356,0,0,0,0,0,0,0,30,0
"3864","9-1-9",1,903184,9,1,9,100.2,0,0,0,73,0,0,0,0,0
"3865","9-1-9",1,911175,9,1,9,263,0,0,0,263,0,0,0,0,0
"3866","9-1-9",1,913841,9,1,9,323.7,0,56,0,135,0,0,0,0,0
"3867","9-1-9",1,920653,9,1,9,305,0,70,0,0,0,0,0,0,0
"3868","9-1-9",1,920942,9,1,9,423.9,0,0,0,0,0,0,0,0,0
"3869","9-1-9",1,924054,9,1,9,200,87,0,0,110,0,0,0,75,0
"3870","9-1-9",1,924363,9,1,9,600,0,0,0,0,0,0,0,0,0
"3871","9-1-9",1,928101,9,1,9,200,0,0,0,44.5,0,0,0,60,0
"3872","9-1-9",1,928121,9,1,9,200,0,0,0,100,0,0,0,0,0
"3873","9-1-9",1,928225,9,1,9,120,0,0,0,180,0,0,0,0,0
"3874","9-1-9",1,928264,9,1,9,150,0,0,0,200,0,0,0,50,0
"3875","9-1-9",1,928317,9,1,9,300,0,0,0,150,0,0,0,0,0
"3876","9-1-9",1,928344,9,1,9,210,0,0,0,82,0,0,0,52,0
"3877","9-1-9",1,928424,9,1,9,175,0,0,0,0,0,0,0,0,0
"3878","9-1-9",1,933617,9,1,9,316,0,0,0,215,0,0,0,0,12
"3879","9-1-9",1,934701,9,1,9,250,0,0,0,70,0,0,0,0,0
"3880","9-1-9",1,934887,9,1,9,203.5,298.5,0,0,0,0,0,0,0,0
"3881","9-1-9",1,941553,9,1,9,340,0,0,0,83,0,0,0,0,0
"3882","9-1-9",1,944570,9,1,9,160,0,0,0,75,0,0,0,0,0
"3883","9-1-9",1,945199,9,1,9,185,0,140,0,65,0,0,0,0,0
"3884","9-1-9",1,945902,9,1,9,380,0,0,0,185,0,0,0,0,0
"3885","9-1-9",1,947621,9,1,9,204,0,149,0,161,0,0,0,0,0
"3886","9-1-9",1,947630,9,1,9,350,0,0,0,229,0,0,0,0,0
"3887","9-1-9",1,952587,9,1,9,381,0,0,0,98,0,0,0,0,0
"3888","9-1-9",1,952642,9,1,9,488,0,223,0,138,0,0,0,322,0
"3889","9-1-9",1,952666,9,1,9,218,165,0,0,123,0,0,0,0,0
"3890","9-1-9",1,952748,9,1,9,200,0,0,0,105,0,0,0,0,0
